,Team,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
602,LAL,44,112,39.3,10,41,24.4,17,27,63.0,14,42,56,24,7,4,10,18
603,BKN,38,84,45.2,13,34,38.2,9,11,81.8,4,27,31,26,8,9,12,19
604,MIA,42,95,44.2,9,34,26.5,15,16,93.8,18,43,61,22,8,1,13,8
605,DET,48,80,60.0,17,32,53.1,22,28,78.6,7,31,38,30,10,7,17,20
606,ATL,39,87,44.8,11,30,36.7,16,18,88.9,6,35,41,25,5,3,11,12
607,BOS,44,91,48.4,15,44,34.1,22,25,88.0,11,39,50,24,7,5,9,16
608,SAC,45,94,47.9,19,48,39.6,26,31,83.9,9,36,45,28,4,4,9,19
609,MEM,52,101,51.5,14,22,63.6,17,25,68.0,17,40,57,19,6,8,14,17
610,WAS,38,82,46.3,7,23,30.4,17,21,81.0,12,40,52,21,5,3,18,18
611,NYK,38,84,45.2,15,42,35.7,28,33,84.8,12,38,50,21,9,4,15,16
612,DEN,48,85,56.5,15,34,44.1,15,21,71.4,7,31,38,30,9,4,11,20
613,POR,42,87,48.3,6,35,17.1,16,19,84.2,13,30,43,22,10,7,17,22
614,GSW,37,96,38.5,18,48,37.5,21,27,77.8,16,29,45,24,13,2,17,26
615,TOR,45,91,49.5,20,44,45.5,22,27,81.5,18,31,49,32,4,4,11,17
616,LAC,39,86,45.3,12,31,38.7,23,30,76.7,12,34,46,20,7,4,10,23
617,PHI,54,89,60.7,11,31,35.5,28,30,93.3,10,45,55,36,7,8,19,29
618,UTA,38,87,43.7,10,36,27.8,30,37,81.1,15,39,54,21,3,3,16,17
619,MIA,31,79,39.2,10,33,30.3,40,40,100.0,13,28,41,18,10,4,20,19
620,SAC,52,97,53.6,23,46,50.0,9,12,75.0,11,37,48,39,4,1,11,16
621,DEN,46,99,46.5,15,42,35.7,15,17,88.2,14,41,55,29,7,11,17,19
622,WAS,42,82,51.2,14,34,41.2,14,18,77.8,7,30,37,26,5,1,20,25
623,MEM,45,91,49.5,11,26,42.3,20,35,57.1,11,39,50,26,9,7,14,15
624,NYK,38,100,38.0,11,41,26.8,20,22,90.9,18,30,48,16,8,1,7,14
625,BOS,38,87,43.7,11,41,26.8,20,21,95.2,9,41,50,25,2,7,9,12
626,PHX,37,84,44.0,14,26,53.8,10,11,90.9,6,30,36,22,7,2,16,14
627,IND,38,87,43.7,13,38,34.2,27,33,81.8,8,33,41,27,14,7,16,22
628,HOU,38,89,42.7,11,36,30.6,9,15,60.0,12,29,41,26,8,7,20,19
629,DET,44,87,50.6,8,23,34.8,15,18,83.3,10,33,43,25,9,2,23,20
630,MEM,46,102,45.1,15,38,39.5,16,22,72.7,13,26,39,28,16,7,10,19
631,TOR,40,91,44.0,12,31,38.7,25,29,86.2,13,28,41,26,12,8,10,28
632,LAC,37,95,38.9,10,30,33.3,24,31,77.4,21,38,59,25,6,5,11,19
633,OKC,46,95,48.4,12,28,42.9,16,20,80.0,13,35,48,27,5,8,8,26
634,MIA,38,92,41.3,13,35,37.1,12,17,70.6,16,25,41,22,8,4,12,17
635,DAL,42,74,56.8,13,29,44.8,30,38,78.9,5,34,39,23,5,7,17,24
636,SAC,45,86,52.3,14,32,43.8,30,37,81.1,13,21,34,25,5,4,14,26
637,CHI,44,83,53.0,13,28,46.4,25,32,78.1,7,37,44,22,4,4,10,22
638,SAS,49,100,49.0,7,25,28.0,11,14,78.6,12,39,51,25,6,3,13,20
639,GSW,33,88,37.5,18,58,31.0,17,21,81.0,11,38,49,26,7,1,16,17
640,NOP,35,88,39.8,12,29,41.4,20,25,80.0,14,37,51,16,7,4,16,20
641,OKC,50,98,51.0,17,37,45.9,10,14,71.4,11,30,41,30,9,6,10,26
642,PHI,40,92,43.5,18,41,43.9,14,18,77.8,12,26,38,28,6,3,7,15
643,TOR,35,83,42.2,10,29,34.5,28,35,80.0,12,34,46,22,7,3,7,23
644,SAS,45,81,55.6,9,24,37.5,22,26,84.6,7,37,44,27,8,4,18,16
645,PHX,34,82,41.5,6,23,26.1,22,25,88.0,8,36,44,22,5,2,14,20
646,IND,38,84,45.2,7,25,28.0,25,28,89.3,4,37,41,22,11,6,14,22
647,MIL,37,84,44.0,20,48,41.7,15,24,62.5,12,33,45,22,5,4,17,18
648,DEN,43,81,53.1,17,35,48.6,18,23,78.3,13,36,49,28,5,4,14,23
649,LAL,51,93,54.8,16,35,45.7,12,16,75.0,7,44,51,33,6,5,18,18
650,MIN,46,81,56.8,13,35,37.1,23,29,79.3,10,35,45,28,4,7,20,22
651,DEN,45,89,50.6,14,36,38.9,18,21,85.7,10,47,57,28,6,5,12,16
652,DAL,34,90,37.8,7,32,21.9,20,25,80.0,11,31,42,15,4,3,11,19
653,HOU,38,92,41.3,15,42,35.7,23,26,88.5,14,35,49,19,4,3,15,21
654,ORL,39,84,46.4,11,36,30.6,26,30,86.7,7,32,39,23,6,3,11,22
655,SAC,41,88,46.6,10,25,40.0,25,27,92.6,10,32,42,26,9,3,11,19
656,GSW,45,87,51.7,15,40,37.5,14,15,93.3,9,31,40,31,3,4,14,20
657,CHI,43,81,53.1,8,20,40.0,27,29,93.1,6,40,46,21,7,7,17,16
658,NYK,45,94,47.9,10,31,32.3,17,26,65.4,14,33,47,16,7,6,14,21
659,CHA,38,94,40.4,11,38,28.9,20,24,83.3,10,34,44,25,11,8,12,23
660,MIN,39,76,51.3,9,24,37.5,26,36,72.2,8,25,33,25,8,6,15,30
661,ORL,42,81,51.9,13,33,39.4,29,36,80.6,13,36,49,26,6,5,17,22
662,TOR,38,116,32.8,9,46,19.6,16,20,80.0,14,33,47,22,10,4,9,23
663,NOP,41,89,46.1,14,38,36.8,23,26,88.5,15,36,51,25,6,6,15,19
664,PHI,48,98,49.0,14,36,38.9,19,22,86.4,14,32,46,24,4,7,11,19
665,LAL,40,81,49.4,8,27,29.6,24,30,80.0,9,33,42,20,10,4,17,18
666,CLE,30,77,39.0,11,36,30.6,19,23,82.6,7,39,46,15,9,4,15,17
667,OKC,58,98,59.2,20,40,50.0,14,22,63.6,9,35,44,31,14,3,13,23
668,MIL,48,100,48.0,11,40,27.5,16,17,94.1,15,34,49,27,8,6,12,14
669,UTA,38,88,43.2,13,44,29.5,26,29,89.7,12,32,44,21,9,3,16,19
670,IND,45,93,48.4,10,27,37.0,22,26,84.6,15,35,50,24,4,2,13,19
671,PHI,41,86,47.7,15,35,42.9,23,28,82.1,7,28,35,26,9,6,10,22
672,POR,48,84,57.1,14,31,45.2,25,35,71.4,6,38,44,29,16,6,18,27
673,GSW,54,121,44.6,19,59,32.2,16,24,66.7,23,46,69,34,9,6,19,23
674,BKN,58,93,62.4,11,20,55.0,12,15,80.0,7,38,45,31,13,7,13,16
675,LAC,29,67,43.3,12,29,41.4,30,34,88.2,3,31,34,19,7,1,15,18
676,CHA,42,93,45.2,11,32,34.4,20,29,69.0,8,39,47,24,8,7,14,22
677,CLE,48,92,52.2,16,46,34.8,33,45,73.3,13,34,47,27,1,3,10,27
678,HOU,38,82,46.3,9,29,31.0,21,29,72.4,8,38,46,21,4,4,10,28
679,NYK,36,74,48.6,13,33,39.4,17,25,68.0,5,40,45,26,1,2,8,13
680,MIN,45,87,51.7,13,36,36.1,21,27,77.8,11,30,41,29,7,4,12,22
681,MIL,34,96,35.4,13,49,26.5,14,15,93.3,14,30,44,22,11,3,16,15
682,DEN,45,79,57.0,17,30,56.7,16,18,88.9,1,34,35,31,5,4,17,17
683,MEM,46,100,46.0,10,32,31.3,16,24,66.7,21,36,57,25,11,8,12,18
684,HOU,29,77,37.7,14,46,30.4,16,23,69.6,12,40,52,20,4,6,25,24
685,MEM,47,92,51.1,5,29,17.2,17,22,77.3,13,39,52,26,14,11,19,27
686,IND,46,88,52.3,14,38,36.8,25,29,86.2,8,28,36,28,10,4,12,20
687,CHA,38,96,39.6,11,41,26.8,19,21,90.5,14,31,45,28,7,2,12,17
688,SAS,47,85,55.3,8,19,42.1,23,32,71.9,15,33,48,28,1,0,13,21
689,UTA,35,81,43.2,17,40,42.5,36,44,81.8,16,33,49,23,6,3,16,23
690,MIN,36,83,43.4,10,34,29.4,22,26,84.6,9,30,39,17,6,5,15,22
691,CHI,39,81,48.1,7,21,33.3,17,24,70.8,9,31,40,14,15,6,15,15
692,OKC,35,92,38.0,12,36,33.3,14,22,63.6,15,35,50,16,7,6,16,21
693,ORL,42,100,42.0,5,27,18.5,11,16,68.8,8,27,35,24,8,2,11,18
694,ATL,48,101,47.5,11,38,28.9,14,20,70.0,12,29,41,22,6,5,10,19
695,CHI,53,92,57.6,12,27,44.4,14,15,93.3,12,26,38,21,10,4,14,20
696,NOP,43,80,53.8,15,31,48.4,26,36,72.2,7,29,36,19,14,3,14,20
697,DEN,45,76,59.2,17,28,60.7,17,22,77.3,5,31,36,34,6,1,20,19
698,MIL,43,93,46.2,14,39,35.9,23,33,69.7,20,48,68,25,5,8,21,25
699,SAC,50,90,55.6,12,30,40.0,14,19,73.7,10,28,38,32,5,3,15,21
700,GSW,42,91,46.2,17,43,39.5,17,21,81.0,17,29,46,29,9,2,13,22
701,TOR,40,81,49.4,11,33,33.3,22,26,84.6,8,23,31,20,15,3,12,22
702,CHA,46,84,54.8,10,32,31.3,19,29,65.5,12,40,52,33,8,11,18,17
703,BOS,44,91,48.4,11,39,28.2,17,22,77.3,11,38,49,22,3,7,12,17
704,TOR,39,96,40.6,10,28,35.7,18,24,75.0,17,30,47,21,11,7,8,20
705,DAL,47,91,51.6,18,45,40.0,17,25,68.0,6,38,44,30,7,8,9,26
706,SAS,45,88,51.1,11,28,39.3,21,29,72.4,14,34,48,25,5,7,13,23
707,IND,48,85,56.5,19,31,61.3,20,21,95.2,4,28,32,28,6,8,9,18
708,NOP,39,81,48.1,11,23,47.8,30,43,69.8,9,34,43,22,6,4,15,24
709,DET,36,80,45.0,18,42,42.9,31,40,77.5,11,38,49,25,7,4,13,25
710,MIA,44,92,47.8,11,35,31.4,13,16,81.3,10,27,37,20,14,4,6,15
711,CHI,42,92,45.7,9,23,39.1,26,30,86.7,7,45,52,21,5,10,14,23
712,GSW,37,87,42.5,16,45,35.6,22,27,81.5,10,41,51,22,6,3,13,26
713,SAC,47,89,52.8,14,31,45.2,19,25,76.0,11,23,34,32,10,6,12,17
714,ATL,42,97,43.3,8,22,36.4,15,22,68.2,11,36,47,22,5,6,4,14
715,WAS,47,82,57.3,8,26,30.8,25,28,89.3,12,34,46,27,7,6,13,15
716,ORL,42,84,50.0,10,28,35.7,16,25,64.0,8,29,37,25,8,5,11,17
717,MEM,36,91,39.6,8,30,26.7,28,34,82.4,15,25,40,18,9,6,15,23
718,BOS,43,91,47.3,20,56,35.7,20,23,87.0,9,40,49,32,8,5,11,14
719,IND,47,92,51.1,13,35,37.1,22,27,81.5,7,42,49,28,3,2,13,16
720,GSW,41,95,43.2,8,37,21.6,20,24,83.3,9,40,49,31,3,2,14,22
721,DAL,44,90,48.9,13,46,28.3,25,33,75.8,7,40,47,20,4,5,9,25
722,SAC,40,82,48.8,10,35,28.6,16,19,84.2,8,31,39,20,8,2,16,18
723,WAS,39,85,45.9,11,33,33.3,27,31,87.1,14,25,39,18,7,8,18,23
724,TOR,43,84,51.2,6,23,26.1,21,26,80.8,10,29,39,24,6,4,12,16
725,OKC,46,86,53.5,13,24,54.2,25,31,80.6,13,32,45,25,10,10,14,18
726,DET,44,100,44.0,16,34,47.1,27,34,79.4,16,29,45,32,10,4,18,23
727,NOP,41,90,45.6,12,40,30.0,19,24,79.2,16,38,54,30,10,6,16,19
728,MIA,47,102,46.1,13,49,26.5,6,8,75.0,13,27,40,27,9,3,10,17
729,CHI,45,92,48.9,13,35,37.1,15,21,71.4,8,27,35,27,6,2,8,19
730,POR,43,86,50.0,14,38,36.8,24,28,85.7,10,40,50,28,8,9,15,20
731,SAS,48,87,55.2,6,18,33.3,24,34,70.6,6,35,41,27,11,8,14,25
732,CLE,39,82,47.6,13,36,36.1,26,30,86.7,10,23,33,21,8,3,12,14
733,BOS,50,85,58.8,19,39,48.7,20,25,80.0,5,30,35,29,9,1,12,18
734,DEN,45,94,47.9,13,36,36.1,25,34,73.5,12,36,48,29,8,4,13,23
735,GSW,43,91,47.3,18,44,40.9,19,26,73.1,9,42,51,31,6,5,12,18
736,DAL,44,84,52.4,18,44,40.9,18,25,72.0,11,27,38,31,6,3,11,26
737,NYK,43,90,47.8,12,32,37.5,14,17,82.4,12,34,46,30,4,6,8,19
738,SAC,37,84,44.0,10,32,31.3,27,35,77.1,13,34,47,19,5,2,13,20
739,HOU,37,81,45.7,8,26,30.8,24,28,85.7,12,33,45,26,9,3,15,21
740,MIA,41,95,43.2,13,33,39.4,13,14,92.9,13,25,38,23,7,3,10,13
741,ATL,49,92,53.3,12,34,35.3,20,24,83.3,8,40,48,30,10,8,8,20
742,BOS,44,100,44.0,13,46,28.3,20,26,76.9,20,33,53,28,9,6,12,16
743,NYK,43,86,50.0,16,35,45.7,15,26,57.7,12,35,47,23,2,4,10,17
744,BKN,46,93,49.5,14,32,43.8,12,13,92.3,12,33,45,30,11,2,12,18
745,OKC,47,102,46.1,13,35,37.1,18,25,72.0,10,37,47,27,9,5,18,26
746,CLE,39,76,51.3,11,33,33.3,18,30,60.0,6,29,35,27,9,4,15,17
747,DEN,47,81,58.0,10,21,47.6,16,26,61.5,4,34,38,31,9,2,11,19
748,PHX,38,87,43.7,9,35,25.7,15,26,57.7,11,24,35,23,6,5,15,26
749,ORL,50,87,57.5,17,32,53.1,16,20,80.0,7,37,44,30,8,2,19,15
750,LAL,48,92,52.2,19,44,43.2,15,22,68.2,12,30,42,27,5,1,17,19
751,PHI,47,88,53.4,12,29,41.4,13,14,92.9,6,33,39,31,7,3,9,20
752,NOP,44,91,48.4,13,34,38.2,25,27,92.6,16,30,46,25,10,6,17,24
753,UTA,42,86,48.8,16,35,45.7,20,21,95.2,8,32,40,16,5,3,11,16
754,MIN,42,85,49.4,8,30,26.7,7,10,70.0,8,31,39,23,7,4,13,24
755,SAC,48,95,50.5,17,47,36.2,21,28,75.0,10,36,46,29,6,2,12,23
756,NYK,42,76,55.3,11,26,42.3,11,18,61.1,9,29,38,25,2,3,17,19
757,PHI,41,93,44.1,11,37,29.7,20,22,90.9,13,36,49,27,8,7,12,23
758,CLE,41,85,48.2,10,32,31.3,22,28,78.6,9,28,37,22,8,3,10,21
759,ATL,39,91,42.9,14,37,37.8,16,16,100.0,9,38,47,22,6,7,15,15
760,LAC,41,81,50.6,23,49,46.9,21,23,91.3,5,43,48,29,6,7,27,22
761,OKC,36,77,46.8,8,24,33.3,21,25,84.0,9,28,37,19,9,3,18,16
762,BOS,39,101,38.6,13,41,31.7,21,25,84.0,25,37,62,26,11,5,17,9
763,BKN,54,84,64.3,21,33,63.6,14,16,87.5,3,29,32,42,10,4,15,23
764,HOU,41,88,46.6,17,43,39.5,11,17,64.7,9,40,49,22,6,4,17,23
765,NYK,45,87,51.7,17,40,42.5,25,32,78.1,14,33,47,27,8,1,12,15
766,DET,41,81,50.6,9,25,36.0,20,27,74.1,9,34,43,22,6,1,14,19
767,PHX,41,89,46.1,13,32,40.6,15,19,78.9,15,29,44,26,2,1,14,23
768,DEN,40,89,44.9,10,27,37.0,15,25,60.0,13,35,48,28,9,5,17,19
769,MIA,38,81,46.9,15,44,34.1,12,17,70.6,9,26,35,26,9,0,13,16
770,CLE,43,70,61.4,15,26,57.7,21,26,80.8,4,41,45,24,5,4,23,20
771,HOU,40,94,42.6,5,24,20.8,20,31,64.5,16,25,41,23,13,3,11,16
772,ATL,48,94,51.1,12,32,37.5,18,20,90.0,6,35,41,29,7,3,10,18
773,NOP,42,99,42.4,18,45,40.0,17,24,70.8,17,27,44,30,9,0,15,20
774,SAC,45,95,47.4,12,33,36.4,17,31,54.8,10,32,42,23,8,2,8,23
775,OKC,40,88,45.5,11,31,35.5,32,37,86.5,11,28,39,20,7,5,12,21
776,PHX,46,93,49.5,20,39,51.3,18,24,75.0,15,36,51,21,10,5,9,16
777,PHI,32,80,40.0,15,42,35.7,25,27,92.6,4,37,41,22,8,1,16,21
778,MIN,42,89,47.2,12,31,38.7,20,24,83.3,9,35,44,19,5,4,11,24
779,IND,39,90,43.3,13,38,34.2,15,23,65.2,12,32,44,20,5,3,15,28
780,DEN,43,94,45.7,11,33,33.3,22,34,64.7,15,40,55,33,6,3,14,17
781,TOR,40,95,42.1,13,33,39.4,17,22,77.3,18,25,43,21,6,2,14,22
782,DET,42,88,47.7,8,30,26.7,29,34,85.3,11,30,41,20,9,2,9,19
783,MIN,57,87,65.5,23,43,53.5,13,16,81.3,4,35,39,38,5,5,13,21
784,BOS,31,89,34.8,12,47,25.5,18,21,85.7,11,43,54,22,7,7,17,17
785,LAL,46,92,50.0,11,27,40.7,16,22,72.7,6,37,43,29,4,5,9,18
786,SAS,33,77,42.9,10,27,37.0,25,33,75.8,7,31,38,29,8,3,17,19
787,HOU,36,90,40.0,3,29,10.3,20,29,69.0,18,33,51,19,7,6,17,18
788,PHX,39,83,47.0,15,41,36.6,25,35,71.4,10,25,35,23,6,3,8,13
789,LAC,37,86,43.0,12,29,41.4,16,26,61.5,12,37,49,19,6,5,14,16
790,OKC,38,92,41.3,19,45,42.2,20,31,64.5,9,44,53,29,7,0,10,25
791,CLE,40,94,42.6,7,36,19.4,13,22,59.1,9,42,51,23,6,5,13,24
792,MIL,48,90,53.3,18,38,47.4,9,11,81.8,15,39,54,30,5,3,15,13
793,BOS,35,84,41.7,11,46,23.9,28,34,82.4,10,28,38,17,9,12,14,21
794,LAL,48,91,52.7,12,33,36.4,18,24,75.0,11,34,45,29,11,4,15,21
795,OKC,41,88,46.6,11,37,29.7,17,21,81.0,9,36,45,29,7,4,22,21
796,TOR,41,84,48.8,9,24,37.5,25,29,86.2,7,25,32,17,5,1,9,19
797,CHA,39,98,39.8,15,43,34.9,13,19,68.4,15,28,43,26,8,5,13,25
798,CLE,38,76,50.0,14,31,45.2,28,32,87.5,6,28,34,23,6,2,10,15
799,CHI,36,77,46.8,12,30,40.0,7,8,87.5,2,37,39,26,3,2,20,25
800,DAL,45,81,55.6,18,43,41.9,22,26,84.6,3,37,40,25,4,5,13,19
801,PHI,39,85,45.9,15,38,39.5,25,31,80.6,11,38,49,23,11,5,15,13
802,DET,39,85,45.9,10,29,34.5,25,31,80.6,14,32,46,22,7,1,17,26
803,HOU,44,94,46.8,9,33,27.3,11,17,64.7,18,33,51,22,10,4,15,19
804,LAC,34,90,37.8,12,33,36.4,15,21,71.4,21,31,52,21,4,3,18,18
805,UTA,42,92,45.7,18,47,38.3,30,37,81.1,11,33,44,24,8,6,16,25
806,MEM,56,102,54.9,12,32,37.5,18,23,78.3,14,42,56,30,5,7,8,19
807,DEN,54,83,65.1,4,16,25.0,29,35,82.9,7,38,45,31,8,7,19,17
808,OKC,41,82,50.0,9,24,37.5,17,23,73.9,7,37,44,26,7,4,14,16
809,DAL,29,74,39.2,13,38,34.2,19,26,73.1,6,27,33,17,2,3,13,15
810,SAS,45,97,46.4,11,29,37.9,11,19,57.9,14,26,40,23,9,3,11,16
811,IND,44,87,50.6,16,39,41.0,21,25,84.0,5,29,34,30,10,8,18,25
812,CHA,47,114,41.2,17,51,33.3,23,29,79.3,17,35,52,21,7,6,5,29
813,TOR,47,94,50.0,6,21,28.6,23,27,85.2,11,28,39,25,8,7,7,18
814,CHI,46,84,54.8,9,28,32.1,19,22,86.4,3,28,31,25,6,7,12,18
815,ORL,47,93,50.5,16,36,44.4,25,30,83.3,14,32,46,28,10,6,14,22
816,LAC,34,89,38.2,14,46,30.4,17,21,81.0,14,38,52,21,8,2,15,21
817,LAL,44,93,47.3,8,29,27.6,22,30,73.3,7,42,49,23,7,9,12,17
818,MIL,45,82,54.9,12,29,41.4,26,32,81.3,12,43,55,22,8,5,23,18
819,UTA,49,103,47.6,15,47,31.9,8,12,66.7,19,40,59,31,4,10,22,23
820,HOU,34,81,42.0,12,35,34.3,31,34,91.2,17,50,67,16,6,9,23,21
821,PHI,43,84,51.2,16,35,45.7,21,27,77.8,4,38,42,34,10,4,12,21
822,WAS,37,79,46.8,11,31,35.5,15,22,68.2,6,38,44,21,6,2,20,16
823,MEM,50,83,60.2,13,32,40.6,15,18,83.3,5,44,49,36,8,12,23,17
824,LAC,44,90,48.9,10,25,40.0,15,21,71.4,11,35,46,18,10,2,10,26
825,SAS,46,97,47.4,9,27,33.3,11,16,68.8,19,27,46,25,6,2,13,19
826,POR,48,89,53.9,21,46,45.7,16,21,76.2,11,43,54,32,4,4,19,21
827,DAL,39,93,41.9,22,54,40.7,21,25,84.0,16,34,50,24,4,3,14,19
828,IND,28,79,35.4,11,39,28.2,15,20,75.0,8,37,45,16,7,11,18,18
829,NOP,50,86,58.1,8,25,32.0,21,28,75.0,7,36,43,31,10,3,17,26
830,HOU,40,91,44.0,6,27,22.2,11,12,91.7,10,39,49,23,11,8,12,17
831,PHI,46,83,55.4,13,27,48.1,26,32,81.3,9,32,41,31,6,6,16,24
832,ORL,36,77,46.8,14,31,45.2,25,31,80.6,11,31,42,25,3,7,18,28
833,ATL,47,98,48.0,13,39,33.3,16,21,76.2,8,37,45,28,3,6,15,22
834,DET,43,93,46.2,17,45,37.8,14,17,82.4,10,30,40,28,9,3,12,19
835,NYK,40,89,44.9,8,35,22.9,24,27,88.9,15,40,55,19,8,4,17,22
836,MIA,39,81,48.1,13,34,38.2,20,28,71.4,5,27,32,26,5,3,10,22
837,GSW,47,92,51.1,13,39,33.3,16,20,80.0,11,42,53,26,3,6,15,20
838,CHI,54,85,63.5,19,34,55.9,17,24,70.8,4,40,44,33,8,5,10,17
839,POR,43,83,51.8,13,34,38.2,25,28,89.3,11,34,45,20,5,4,16,24
840,IND,47,85,55.3,21,44,47.7,18,24,75.0,7,23,30,30,10,3,19,27
841,CLE,40,85,47.1,12,32,37.5,18,26,69.2,12,36,48,25,6,4,13,14
842,DEN,47,86,54.7,8,26,30.8,13,16,81.3,6,33,39,28,5,8,9,17
843,WAS,37,85,43.5,16,34,47.1,17,19,89.5,8,42,50,24,8,3,15,15
844,CLE,34,79,43.0,10,30,33.3,17,22,77.3,8,28,36,20,7,4,20,23
845,UTA,39,90,43.3,13,44,29.5,17,24,70.8,12,28,40,22,9,0,11,20
846,CHA,37,84,44.0,6,26,23.1,22,28,78.6,12,33,45,16,8,6,13,26
847,BKN,45,83,54.2,13,30,43.3,17,21,81.0,9,29,38,30,10,5,21,18
848,MEM,44,91,48.4,9,32,28.1,17,32,53.1,12,36,48,30,11,8,14,19
849,IND,43,85,50.6,18,41,43.9,17,20,85.0,13,27,40,23,7,2,12,21
850,PHI,48,90,53.3,18,40,45.0,19,22,86.4,7,35,42,30,14,2,23,30
851,NOP,46,90,51.1,8,27,29.6,28,35,80.0,13,31,44,27,10,1,11,15
852,DAL,41,88,46.6,13,40,32.5,10,24,41.7,12,31,43,21,8,6,11,21
853,ORL,42,71,59.2,10,26,38.5,19,21,90.5,3,40,43,24,3,4,20,27
854,POR,44,91,48.4,16,40,40.0,16,16,100.0,13,25,38,30,10,3,13,20
855,MIA,46,90,51.1,12,32,37.5,11,14,78.6,7,36,43,24,11,1,8,20
856,SAS,46,83,55.4,13,36,36.1,13,15,86.7,7,31,38,25,5,7,17,19
857,NOP,39,85,45.9,8,27,29.6,18,23,78.3,10,40,50,21,8,9,19,21
858,MEM,48,94,51.1,14,38,36.8,13,16,81.3,10,40,50,32,13,9,17,19
859,BKN,49,86,57.0,12,31,38.7,12,16,75.0,5,34,39,33,3,8,11,20
860,UTA,46,86,53.5,15,35,42.9,17,21,81.0,9,31,40,26,6,7,17,17
861,ORL,40,95,42.1,8,28,28.6,28,31,90.3,16,37,53,20,8,5,13,21
862,MIL,46,96,47.9,14,33,42.4,20,24,83.3,17,33,50,34,3,2,7,15
863,MIN,44,93,47.3,8,23,34.8,25,27,92.6,16,35,51,25,15,2,23,21
864,CHI,45,90,50.0,10,23,43.5,15,17,88.2,6,35,41,29,11,4,19,20
865,PHX,37,93,39.8,8,32,25.0,16,19,84.2,13,36,49,19,5,4,18,17
866,NYK,37,83,44.6,17,36,47.2,22,24,91.7,13,42,55,26,6,2,14,23
867,TOR,47,106,44.3,12,43,27.9,20,24,83.3,17,37,54,25,10,5,11,22
868,CLE,48,93,51.6,7,27,25.9,13,17,76.5,9,35,44,25,11,3,8,20
869,DEN,40,78,51.3,13,32,40.6,22,28,78.6,8,28,36,30,8,4,17,28
870,MIA,33,77,42.9,10,32,31.3,20,26,76.9,7,33,40,21,7,2,15,20
871,TOR,39,85,45.9,10,28,35.7,22,30,73.3,12,34,46,19,6,5,13,20
872,CHA,47,98,48.0,12,34,35.3,11,17,64.7,14,35,49,29,8,4,10,16
873,HOU,42,94,44.7,14,39,35.9,34,44,77.3,16,35,51,19,9,3,21,27
874,ORL,34,93,36.6,8,32,25.0,26,29,89.7,15,37,52,21,8,2,14,19
875,MEM,42,90,46.7,8,32,25.0,9,9,100.0,4,37,41,23,10,5,12,14
876,ATL,44,102,43.1,13,38,34.2,13,17,76.5,17,37,54,24,7,4,18,24
877,GSW,38,94,40.4,13,44,29.5,15,19,78.9,12,35,47,26,6,6,12,19
878,DAL,44,84,52.4,20,41,48.8,22,26,84.6,10,31,41,23,7,6,13,23
879,SAC,40,86,46.5,13,43,30.2,17,19,89.5,5,41,46,30,10,2,19,17
880,WAS,49,105,46.7,10,39,25.6,11,15,73.3,11,33,44,24,10,8,10,23
881,POR,42,86,48.8,17,40,42.5,15,22,68.2,11,34,45,32,10,3,15,17
882,BKN,34,84,40.5,9,26,34.6,15,22,68.2,11,34,45,17,6,7,15,18
883,SAS,38,87,43.7,6,31,19.4,13,18,72.2,12,28,40,19,5,3,19,24
884,DET,37,84,44.0,13,35,37.1,25,30,83.3,8,31,39,26,7,7,15,24
885,NYK,35,86,40.7,5,29,17.2,17,21,81.0,14,40,54,17,6,3,21,16
886,NOP,41,81,50.6,11,26,42.3,28,36,77.8,6,30,36,29,10,5,11,22
887,GSW,45,85,52.9,25,52,48.1,5,10,50.0,6,29,35,34,8,5,14,24
888,UTA,38,84,45.2,13,36,36.1,22,28,78.6,10,34,44,20,8,4,13,22
889,NYK,35,77,45.5,10,31,32.3,20,28,71.4,7,38,45,18,7,1,20,17
890,TOR,47,84,56.0,9,29,31.0,18,25,72.0,12,31,43,31,12,4,17,24
891,MIN,47,89,52.8,10,30,33.3,24,30,80.0,12,32,44,25,13,10,23,23
892,CHA,34,87,39.1,5,24,20.8,23,26,88.5,9,35,44,15,9,4,14,19
893,LAC,33,93,35.5,9,33,27.3,21,26,80.8,17,33,50,15,4,3,18,23
894,MIL,50,94,53.2,17,43,39.5,12,15,80.0,10,32,42,29,2,5,10,18
895,PHX,45,85,52.9,17,37,45.9,14,19,73.7,9,28,37,30,9,5,18,28
896,CLE,41,84,48.8,16,42,38.1,9,9,100.0,5,28,33,22,7,5,13,14
897,GSW,42,87,48.3,20,50,40.0,15,23,65.2,7,43,50,32,2,5,20,19
898,MEM,42,97,43.3,11,30,36.7,22,28,78.6,19,38,57,22,8,11,12,18
899,BKN,44,82,53.7,11,32,34.4,15,22,68.2,7,34,41,27,7,5,18,27
900,CHA,40,95,42.1,12,29,41.4,25,31,80.6,19,26,45,25,6,3,4,24
901,BOS,40,87,46.0,15,45,33.3,21,28,75.0,7,41,48,26,6,2,20,18
902,UTA,46,83,55.4,15,34,44.1,32,37,86.5,8,39,47,29,7,2,26,28
903,ATL,49,88,55.7,10,28,35.7,9,14,64.3,12,31,43,24,7,3,12,14
904,SAS,38,98,38.8,11,39,28.2,12,16,75.0,10,39,49,26,4,4,12,23
